time,insertion_speed,insertion,rotation_deg,tip_x,tip_y,tip_z,tip_qx,tip_qy,tip_qz,tip_qw,tip_wall_force_x,tip_wall_force_y,tip_wall_force_z,tip_wall_force_modulus,tip_target_distance
2.514,0.001,0,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.52,0.001,0,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.526,0.001,0,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.532,0.001,0,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.538,0.001,0,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.544,0.001,0,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.55,0.001,0,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.556,0.001,6e-06,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.562,0.001,1.2e-05,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.568,0.001,1.8e-05,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.574,0.001,2.4e-05,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.58,0.001,3e-05,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.586,0.001,3.6e-05,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.592,0.001,4.2e-05,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.598,0.001,4.8e-05,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.604,0.001,5.4e-05,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.61,0.001,6e-05,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.616,0.001,6.6e-05,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.622,0.001,7.2e-05,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.628,0.001,7.8e-05,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.634,0.001,8.4e-05,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.64,0.001,9e-05,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.646,0.001,9.6e-05,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.652,0.001,0.000102,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.658,0.001,0.000108,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.664,0.001,0.000114,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.67,0.001,0.00012,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.676,0.001,0.000126,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.682,0.001,0.000132,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.688,0.001,0.000138,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.694,0.001,0.000144,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.7,0.001,0.00015,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.706,0.001,0.000156,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.712,0.001,0.000162,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.718,0.001,0.000168,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.724,0.001,0.000174,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.73,0.001,0.00018,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.736,0.001,0.000186,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.742,0.001,0.000192,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.748,0.001,0.000198,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.754,0.001,0.000204,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.76,0.001,0.00021,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.766,0.001,0.000216,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.772,0.001,0.000222,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.778,0.001,0.000228,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.784,0.001,0.000234,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.79,0.001,0.00024,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.796,0.001,0.000246,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.802,0.001,0.000252,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
2.808,0.001,0.000258,0,0,0,0,0,0.0438170419,-0.568404404,0.821581706,-0,-0,-0,0,0.0840119039
